ASN,Name
AS131248,GOTV
AS131995,XLPM
AS134405,Data Services Pacific
AS136402,Nautile SARL
AS137243,INGENIERIE DES SYSTEMES DES INFORMATIONS
AS140718,ENGIE PACIFIQUE INFORMATIQUE
AS141197,Pacific Community
AS141695,Pacific Community
AS147030,Mynet
AS17480,CANL
AS18200,Office des Postes et Telecommunications New-Caledonia
AS45345,Nautile
AS45461,TeleNet
AS56055,Micro Logic Systems
AS56089,OFFRATEL
