ASN,Name
AS15706,Sudatel (Sudan Telecom Co. Ltd)
AS327881,National Information Center (NIC)
AS328381,Sudanese Internet Association
AS328824,Lulu Tech Advanced Technology
AS329344,right advanced business co ltd
AS33788,Kanar Telecommunication (Canar Telecom Co.Ltd)
AS36972,MTN SUDAN
AS36998,Sudanese Mobile Telephone (ZAIN) Co Ltd
AS37211,MAX NET FOR INTERNET SERVICES
