ASN,Name
AS132248,Reserve Bank of Fiji
AS135647,Airports Fiji Limited
AS136921,Fiji National University
AS137890,Walesi Ltd
AS141470,ITC Services
AS142245,Kastle (Fiji) Pte Ltd
AS149429,Reserve Bank of Fiji
AS153509,Land Transport Authority of Fiji
AS24390,The University of the South Pacific
AS38442,Vodafone Fiji Limited
AS45349,Telecom Fiji Ltd
AS45355,Digicel Fiji Limited
AS4638,Telecom Fiji Limited
AS9241,Fiji International Telecomunications Ltd
